movie_id,genre_id
29584,12
29742,12
29903,12
29924,12
29967,12
30060,12
30114,12
30117,12
30126,12
30266,12
30295,12
30305,12
30366,12
30656,12
30718,12
30876,12
30877,12
31102,12
31258,12
31273,12
31361,12
31396,12
31506,12
31510,12
31648,12
31703,12
31916,12
31943,12
31995,12
32147,12
32149,12
32387,12
32563,12
32593,12
32648,12
32657,12
32673,12
32909,12
32928,12
32985,12
33221,12
33407,12
33436,12
33534,12
33624,12
33642,12
33931,12
34052,12
34065,12
34067,12
34131,12
34196,12
34203,12
34204,12
34205,12
34231,12
34269,12
34276,12
34280,12
34480,12
34560,12
34637,12
34766,12
34995,12
35073,12
35101,12
35144,12
35206,12
35463,12
35663,12
35927,12
36040,12
36129,12
36243,12
36257,12
36275,12
36344,12
36355,12
36530,12
36536,12
36550,12
36557,12
36573,12
36588,12
36643,12
36657,12
36658,12
36668,12
36669,12
36670,12
36709,12
36759,12
36851,12
36943,12
37025,12
37037,12
37103,12
37108,12
37135,12
37168,12
37232,12
37244,12
37308,12
37311,12
37380,12
37430,12
37438,12
37487,12
37545,12
37632,12
37779,12
37861,12
37866,12
37926,12
37932,12
37933,12
37949,12
37969,12
38006,12
38120,12
38267,12
38268,12
38323,12
38430,12
38652,12
38662,12
38681,12
38766,12
38792,12
39123,12
39301,12
39308,12
39314,12
39513,12
39544,12
39554,12
39830,12
39901,12
39916,12
39973,12
40096,12
40171,12
40435,12
40508,12
40577,12
40593,12
40623,12
40732,12
41070,12
41073,12
41077,12
41078,12
41135,12
41213,12
41294,12
41516,12
41517,12
41581,12
41784,12
41841,12
42001,12
42242,12
42247,12
42418,12
42453,12
42494,12
42512,12
42515,12
42566,12
42576,12
42601,12
42640,12
42642,12
42652,12
42716,12
42996,12
43011,12
43077,12
43135,12
43144,12
43149,12
43194,12
43205,12
43268,12
43310,12
43338,12
43367,12
43386,12
43410,12
43419,12
43448,12
43450,12
43454,12
43459,12
43464,12
43501,12
43616,12
43685,12
43716,12
43788,12
43800,12
43805,12
43852,12
43867,12
43869,12
43898,12
43899,12
43956,12
43962,12
44115,12
44381,12
44450,12
44533,12
44657,12
44736,12
44745,12
44773,12
44808,12
44826,12
44888,12
44912,12
45226,12
45725,12
45777,12
46247,12
46513,12
46521,12
46525,12
46528,12
46541,12
46636,12
46813,12
46845,12
47065,12
47070,12
47150,12
47292,12
47638,12
47890,12
47951,12
47962,12
48180,12
48193,12
48242,12
48463,12
48677,12
48706,12
48737,12
48844,12
49050,12
49051,12
49070,12
49375,12
49391,12
49418,12
49445,12
49494,12
49519,12
49802,12
123,14
129,14
141,14
162,14
251,14
268,14
277,14
297,14
310,14
408,14
422,14
440,14
490,14
492,14
497,14
557,14
559,14
577,14
653,14
766,14
810,14
834,14
844,14
848,14
849,14
856,14
888,14
902,14
919,14
924,14
927,14
992,14
1417,14
1433,14
1483,14
1487,14
1491,14
1636,14
1682,14
1832,14
1877,14
2006,14
2008,14
2269,14
2280,14
2319,14
2395,14
2486,14
2565,14
2612,14
2657,14
2698,14
3030,14
3040,14
3064,14
3074,14
3076,14
3103,14
3115,14
3587,14
3589,14
3592,14
4011,14
4244,14
4474,14
4652,14
4922,14
4923,14
4935,14
4958,14
4961,14
5483,14
5680,14
5728,14
5961,14
6069,14
7797,14
7980,14
7985,14
8067,14
8076,14
8392,14
8698,14
8703,14
8839,14
8840,14
8960,14
8965,14
9011,14
9021,14
9033,14
9050,14
9092,14
9306,14
9327,14
9374,14
9479,14
9480,14
9495,14
9597,14
9598,14
9647,14
9906,14
9997,14
10019,14
10150,14
10191,14
10202,14
10208,14
10210,14
10214,14
10253,14
10261,14
10263,14
10285,14
10376,14
10395,14
10510,14
10529,14
10631,14
10836,14
10849,14
10852,14
10854,14
10882,14
11044,14
11114,14
11244,14
11283,14
11319,14
11333,14
11352,14
11395,14
11428,14
11495,14
11511,14
11527,14
11559,14
11597,14
11627,14
11629,14
11639,14
11687,14
11704,14
11834,14
11905,14
11954,14
11962,14
11980,14
12107,14
12129,14
12185,14
12186,14
12187,14
12437,14
12485,14
12495,14
12516,14
12556,14
12594,14
12650,14
13188,14
13192,14
13225,14
13245,14
13305,14
13315,14
13402,14
13477,14
13486,14
13765,14
14069,14
14145,14
14191,14
14208,14
14219,14
14237,14
14449,14
14517,14
14696,14
14728,14
14776,14
15081,14
15139,14
15142,14
15265,14
15668,14
15775,14
15888,14
15909,14
15991,14
16007,14
16084,14
16122,14
16140,14
16191,14
16226,14
16249,14
16300,14
16356,14
16398,14
16465,14
16559,14
16923,14
17111,14
17792,14
17808,14
17962,14
18209,14
18317,14
18380,14
18547,14
18560,14
18633,14
18727,14
18937,14
18977,14
19051,14
19072,14
19075,14
19236,14
19585,14
19901,14
19933,14
20077,14
20089,14
20096,14
20220,14
20329,14
20342,14
20455,14
20693,14
20880,14
20946,14
21348,14
21539,14
21588,14
21788,14
21935,14
21970,14
22049,14
22136,14
22211,14
22292,14
22561,14
22752,14
22899,14
23356,14
23488,14
23521,14
23527,14
23614,14
23739,14
24032,14
24057,14
24101,14
24126,14
24341,14
24556,14
24789,14
24795,14
24808,14
24816,14
25078,14
25597,14
25628,14
25842,14
25843,14
25868,14
25943,14
26042,14
26381,14
26515,14
26525,14
26945,14
27022,14
27134,14
27243,14
27245,14
27296,14
27318,14
27361,14
27522,14
27551,14
27645,14
27793,14
27970,14
28117,14
28162,14
28302,14
28367,14
28476,14
28501,14
28524,14
28529,14
28629,14
28790,14
29071,14
29229,14
29399,14
29420,14
29610,14
29911,14
29941,14
30178,14
30421,14
30844,14
30923,14
31221,14
31276,14
31281,14
31445,14
31647,14
31985,14
32023,14
32091,14
32227,14
32235,14
32407,14
32611,14
32643,14
32644,14
32887,14
32891,14
32932,14
33061,14
33201,14
33257,14
33555,14
33932,14
33988,14
34194,14
34376,14
34647,14
34787,14
34792,14
35105,14
35151,14
35165,14
35177,14
35552,14
35614,14
35831,14
36172,14
36259,14
36586,14
36807,14
36878,14
37530,14
37618,14
37633,14
37711,14
37718,14
37958,14
38147,14
38219,14
38626,14
38688,14
38782,14
38965,14
39108,14
39278,14
39400,14
39402,14
39410,14
39462,14
39545,14
39690,14
40075,14
40205,14
40356,14
40866,14
41025,14
41118,14
41278,14
41499,14
41817,14
41967,14
41992,14
42010,14
42017,14
42053,14
42647,14
42994,14
43337,14
43475,14
43498,14
43629,14
44328,14
44333,14
44334,14
44342,14
44449,14
44588,14
44864,14
44909,14
45384,14
45397,14
45417,14
45698,14
46025,14
46146,14
46261,14
46315,14
46498,14
46787,14
46909,14
47168,14
47234,14
47327,14
47364,14
47408,14
47615,14
47655,14
47703,14
48209,14
48329,14
48395,14
48871,14
49069,14
49082,14
49126,14
49271,14
49277,14
49280,14
49478,14
49524,14
49730,14
49852,14
12,16
30,16
35,16
425,16
531,16
585,16
756,16
812,16
823,16
862,16
863,16
920,16
950,16
1267,16
1361,16
1857,16
2011,16
2062,16
2300,16
3170,16
3171,16
3179,16
3509,16
4398,16
4977,16
5393,16
5833,16
7249,16
7443,16
7450,16
8128,16
8355,16
8920,16
8953,16
8983,16
9078,16
9081,16
9084,16
9297,16
9408,16
9444,16
9463,16
9473,16
9496,16
9497,16
9513,16
9514,16
9551,16
9606,16
9732,16
9742,16
9761,16
9836,16
9907,16
9928,16
9982,16
10112,16
10137,16
10144,16
10193,16
10228,16
10258,16
10378,16
10470,16
10494,16
10555,16
10567,16
10674,16
10681,16
10693,16
10715,16
10797,16
10800,16
10857,16
10865,16
10895,16
10957,16
10982,16
11360,16
11430,16
11544,16
11572,16
11633,16
11651,16
11802,16
11827,16
11836,16
11848,16
11886,16
11970,16
12092,16
12105,16
12140,16
12144,16
12222,16
12233,16
12242,16
12429,16
12477,16
12593,16
12613,16
12697,16
12889,16
12902,16
12903,16
12924,16
13002,16
13004,16
13017,16
13042,16
13053,16
13060,16
13061,16
13062,16
13151,16
13158,16
13179,16
13187,16
13190,16
13205,16
13246,16
13253,16
13283,16
13284,16
13285,16
13313,16
13351,16
13355,16
13377,16
13378,16
13382,16
13391,16
13397,16
13398,16
13413,16
13415,16
13417,16
13459,16
13535,16
13647,16
13648,16
13654,16
13682,16
13683,16
13691,16
13699,16
13700,16
13759,16
13851,16
13924,16
13925,16
13926,16
13927,16
13928,16
13929,16
13930,16
13931,16
13933,16
13934,16
13981,16
14087,16
14088,16
14160,16
14175,16
14239,16
14248,16
14258,16
14317,16
14444,16
14447,16
14518,16
14572,16
14613,16
14683,16
14711,16
14787,16
14829,16
14836,16
14850,16
14885,16
14903,16
14906,16
15015,16
15016,16
15035,16
15060,16
15080,16
15137,16
15165,16
15167,16
15171,16
15257,16
15374,16
15400,16
15512,16
15567,16
15601,16
15653,16
15655,16
15718,16
15805,16
15854,16
15906,16
15916,16
15947,16
15997,16
16023,16
16049,16
16110,16
16119,16
16137,16
16157,16
16198,16
16220,16
16224,16
16234,16
16306,16
16308,16
16390,16
16418,16
16440,16
16455,16
16486,16
16487,16
16508,16
16516,16
16577,16
16652,16
16808,16
16859,16
16962,16
17009,16
17189,16
17234,16
17421,16
17681,16
17710,16
17794,16
17963,16
17979,16
18095,16
18143,16
18198,16
18242,16
18491,16
18846,16
18874,16
18881,16
18890,16
18901,16
18917,16
18919,16
18939,16
18948,16
18975,16
19004,16
19026,16
19106,16
19311,16
19323,16
19386,16
19508,16
19594,16
19715,16
19738,16
19947,16
19953,16
19961,16
20043,16
20183,16
20343,16
20352,16
20377,16
20378,16
20410,16
20529,16
20558,16
20683,16
20694,16
20722,16
20756,16
20760,16
21036,16
21044,16
21131,16
21316,16
21375,16
21386,16
21453,16
21534,16
21956,16
22466,16
22500,16
22501,16
22502,16
22504,16
22582,16
22586,16
22643,16
22779,16
22794,16
22843,16
22855,16
23127,16
23154,16
23166,16
23167,16
23504,16
23544,16
23566,16
23903,16
23998,16
24034,16
24179,16
24232,16
24238,16
24251,16
24480,16
24589,16
24662,16
24678,16
24696,16
24787,16
24926,16
25079,16
25475,16
25525,16
25556,16
25741,16
25831,16
26368,16
26497,16
26537,16
26539,16
26540,16
26547,16
26700,16
26730,16
26807,16
26809,16
26963,16
27042,16
27273,16
27357,16
28032,16
28118,16
28460,16
28550,16
28609,16
28808,16
28874,16
28969,16
29004,16
29020,16
29192,16
29204,16
29682,16
30059,16
30074,16
30146,16
30575,16
30593,16
30675,16
30863,16
31112,16
31156,16
31160,16
31309,16
31501,16
31502,16
31718,16
31933,16
32085,16
32202,16
32328,16
32389,16
32428,16
32532,16
32534,16
32536,16
32916,16
33037,16
33065,16
33108,16
33274,16
33320,16
33371,16
33441,16
33539,16
33600,16
33857,16
34134,16
34433,16
34463,16
34577,16
34772,16
34933,16
34935,16
35114,16
35253,16
35257,16
35435,16
35780,16
36068,16
36072,16
36079,16
36107,16
36161,16
36163,16
36301,16
36323,16
36523,16
36540,16
36616,16
36736,16
36751,16
36800,16
36865,16
36868,16
36897,16
36972,16
37047,16
37049,16
37060,16
37100,16
37585,16
37629,16
37797,16
37845,16
37910,16
37928,16
38055,16
38060,16
38142,16
38248,16
38577,16
38594,16
38757,16
39045,16
39057,16
39229,16
39230,16
39510,16
39853,16
39962,16
40123,16
40216,16
40246,16
40470,16
40619,16
40651,16
40688,16
40993,16
41017,16
41061,16
41097,16
41201,16
41216,16
41313,16
41365,16
41394,16
41498,16
41513,16
41923,16
41988,16
42073,16
42078,16
42137,16
42313,16
42521,16
42949,16
42979,16
43477,16
43641,16
43967,16
44239,16
44480,16
44486,16
44683,16
44734,16
44756,16
44885,16
44896,16
45205,16
45336,16
45662,16
45665,16
45745,16
45752,16
45772,16
46195,16
46314,16
46343,16
46718,16
46929,16
46963,16
47166,16
47182,16
47257,16
47288,16
47466,16
47670,16
47759,16
48215,16
48347,16
48405,16
48466,16
48486,16
48488,16
48504,16
48522,16
48567,16
48585,16
48617,16
48661,16
48752,16
48784,16
48874,16
48880,16
49013,16
49444,16
49565,16
49742,16
49948,16
49953,16
49992,16
2,18
3,18
14,18
16,18
19,18
20,18
25,18
26,18
27,18
28,18
55,18
59,18
64,18
65,18
69,18
70,18
71,18
73,18
76,18
79,18
80,18
83,18
86,18
88,18
102,18
108,18
110,18
113,18
116,18
124,18
127,18
136,18
142,18
143,18
144,18
145,18
147,18
148,18
153,18
155,18
166,18
167,18
178,18
186,18
192,18
203,18
204,18
205,18
206,18
207,18
220,18
221,18
223,18
224,18
225,18
228,18
231,18
233,18
234,18
236,18
237,18
238,18
240,18
245,18
247,18
256,18
261,18
266,18
267,18
269,18
273,18
276,18
278,18
279,18
289,18
293,18
294,18
307,18
309,18
311,18
312,18
317,18
318,18
334,18
337,18
347,18
363,18
379,18
380,18
383,18
389,18
390,18
396,18
400,18
404,18
405,18
406,18
407,18
409,18
423,18
424,18
428,18
434,18
436,18
441,18
451,18
452,18
453,18
454,18
458,18
462,18
468,18
470,18
471,18
481,18
489,18
502,18
510,18
511,18
513,18
523,18
524,18
527,18
535,18
539,18
542,18
543,18
546,18
547,18
549,18
550,18
552,18
554,18
561,18
567,18
568,18
570,18
575,18
582,18
590,18
593,18
596,18
597,18
598,18
599,18
600,18
606,18
612,18
613,18
614,18
615,18
616,18
618,18
626,18
627,18
629,18
631,18
633,18
636,18
638,18
640,18
643,18
644,18
648,18
649,18
655,18
659,18
666,18
670,18
678,18
686,18
687,18
688,18
689,18
702,18
705,18
711,18
713,18
742,18
746,18
750,18
751,18
753,18
757,18
758,18
769,18
770,18
776,18
777,18
779,18
780,18
781,18
783,18
786,18
792,18
795,18
796,18
797,18
798,18
802,18
806,18
820,18
821,18
824,18
825,18
826,18
827,18
828,18
832,18
833,18
836,18
842,18
843,18
851,18
857,18
859,18
866,18
867,18
870,18
873,18
874,18
880,18
881,18
884,18
885,18
886,18
887,18
890,18
891,18
895,18
896,18
897,18
898,18
899,18
905,18
907,18
913,18
917,18
922,18
925,18
932,18
934,18
935,18
939,18
946,18
964,18
975,18
976,18
979,18
985,18
989,18
990,18
991,18
996,18
1023,18
1024,18
1039,18
1040,18
1049,18
1052,18
1073,18
1088,18
1093,18
1115,18
1116,18
1124,18
1125,18
1126,18
1127,18
1162,18
1163,18
1164,18
1165,18
1245,18
1246,18
1247,18
1249,18
1252,18
1253,18
1254,18
1259,18
1278,18
1279,18
1280,18
1294,18
1360,18
1363,18
1364,18
1365,18
1366,18
1367,18
1371,18
1372,18
1373,18
1374,18
1375,18
1380,18
1381,18
1387,18
1391,18
1394,18
1396,18
1398,18
1402,18
1404,18
1405,18
1412,18
1413,18
1414,18
1418,18
1420,18
1421,18
1422,18
1439,18
1441,18
1443,18
1448,18
1479,18
1480,18
1484,18
1488,18
1495,18
1496,18
1523,18
1538,18
1540,18
1541,18
1543,18
1544,18
1551,18
1553,18
1555,18
1556,18
1557,18
1561,18
1566,18
1567,18
1568,18
1578,18
1585,18
1590,18
1591,18
1595,18
1596,18
1600,18
1607,18
1608,18
1611,18
1622,18
1626,18
1627,18
1628,18
1630,18
1631,18
1633,18
1640,18
1643,18
1653,18
1660,18
1661,18
1662,18
1665,18
1677,18
1689,18
1696,18
1697,18
1700,18
1710,18
1713,18
1714,18
1715,18
1716,18
1717,18
1719,18
1720,18
1722,18
1731,18
1770,18
1772,18
1782,18
1786,18
1787,18
1788,18
1791,18
1802,18
1807,18
1808,18
1813,18
1815,18
1816,18
1818,18
1829,18
1833,18
1836,18
1838,18
1852,18
1863,18
1873,18
1882,18
1883,18
1885,18
1887,18
1890,18
1896,18
1899,18
1902,18
1903,18
1904,18
1907,18
1908,18
1913,18
1918,18
1919,18
1921,18
1922,18
1923,18
1926,18
1927,18
1931,18
1937,18
1939,18
1944,18
1945,18
1947,18
1950,18
1951,18
1955,18
1957,18
1959,18
1963,18
1964,18
1967,18
1968,18
1976,18
1984,18
1985,18
1986,18
1988,18
1989,18
1998,18
1999,18
2001,18
2002,18
2003,18
2007,18
2009,18
2010,18
2012,18
2013,18
2014,18
2015,18
2016,18
2024,18
2033,18
2045,18
2056,18
2087,18
2094,18
2103,18
2110,18
2111,18
2112,18
2117,18
2124,18
2133,18
2141,18
2149,18
2163,18
2168,18
2176,18
2180,18
2195,18
2197,18
2204,18
2211,18
2232,18
2239,18
2246,18
2253,18
2266,18
2282,18
2288,18
2289,18
2291,18
2302,18
2323,18
2324,18
2333,18
2349,18
2355,18
2363,18
2428,18
2441,18
2444,18
2447,18
2455,18
2457,18
2460,18
2463,18
2516,18
2517,18
2525,18
2527,18
2528,18
2566,18
2567,18
2575,18
2576,18
2577,18
2593,18
2604,18
2613,18
2623,18
2625,18
2637,18
2649,18
2652,18
2655,18
2668,18
2675,18
2694,18
2701,18
2721,18
2731,18
2734,18
2755,18
2759,18
2762,18
2767,18
2769,18
2777,18
2786,18
2788,18
2817,18
2841,18
2860,18
2861,18
2887,18
2891,18
2892,18
2895,18
2900,18
2912,18
2969,18
2977,18
2988,18
2998,18
3007,18
3010,18
3012,18
3016,18
3022,18
3024,18
3026,18
3033,18
3035,18
3036,18
3037,18
3041,18
3057,18
3059,18
3060,18
3061,18
3072,18
3081,18
3082,18
3084,18
3087,18
3088,18
3102,18
3110,18
3111,18
3116,18
3121,18
3131,18
3168,18
3175,18
3176,18
3178,18
3291,18
3397,18
3418,18
3423,18
3432,18
3469,18
3476,18
3478,18
3480,18
3515,18
3520,18
3526,18
3527,18
3537,18
3539,18
3542,18
3549,18
3554,18
3558,18
3565,18
3573,18
3576,18
3577,18
3586,18
3596,18
3635,18
3764,18
3767,18
3777,18
3780,18
3782,18
3784,18
3865,18
3870,18
3875,18
3877,18
3902,18
3935,18
4012,18
4024,18
4025,18
4031,18
4049,18
4148,18
4154,18
4169,18
4170,18
4173,18
4174,18
4175,18
4176,18
4182,18
4195,18
4196,18
4202,18
4204,18
4228,18
4251,18
4253,18
4255,18
4286,18
4307,18
4347,18
4348,18
4369,18
4377,18
4380,18
4412,18
4435,18
4441,18
4464,18
4478,18
4479,18
4480,18
4481,18
4486,18
4494,18
4495,18
4497,18
4517,18
4518,18
4520,18
4548,18
4550,18
4552,18
4556,18
4558,18
4561,18
4566,18
4578,18
4580,18
4584,18
4599,18
4629,18
4701,18
4703,18
4710,18
4734,18
4747,18
4780,18
4789,18
4823,18
4836,18
4837,18
4839,18
4868,18
4887,18
4913,18
4916,18
4917,18
4921,18
4928,18
4930,18
4948,18
4953,18
4955,18
4956,18
4959,18
4960,18
4962,18
4973,18
4974,18
4978,18
4979,18
4982,18
4984,18
4995,18
4998,18
5000,18
5001,18
5038,18
5048,18
5051,18
5063,18
5071,18
5122,18
5125,18
5126,18
5145,18
5153,18
5156,18
5165,18
5178,18
5179,18
5201,18
5203,18
5241,18
5247,18
5252,18
5279,18
5289,18
5319,18
5332,18
5334,18
5413,18
5458,18
5460,18
5473,18
5482,18
5488,18
5521,18
5528,18
5544,18
5552,18
5558,18
5562,18
5602,18
5608,18
5638,18
5653,18
5693,18
5708,18
5717,18
5719,18
5723,18
5741,18
5759,18
5761,18
5801,18
5817,18
5839,18
5850,18
5852,18
5856,18
5871,18
5879,18
5896,18
5902,18
5937,18
5953,18
5956,18
5967,18
5991,18
6003,18
6022,18
6023,18
6072,18
6076,18
6106,18
6171,18
6173,18
6182,18
6187,18
6217,18
6309,18
6317,18
6391,18
6404,18
6414,18
6417,18
6418,18
6435,18
6436,18
6440,18
6443,18
6461,18
6478,18
6479,18
6521,18
6535,18
6619,18
6636,18
6639,18
6691,18
6715,18
6844,18
6934,18
6936,18
6945,18
6947,18
6964,18
6967,18
6972,18
6980,18
7090,18
7214,18
7274,18
7343,18
7345,18
7347,18
7348,18
7350,18
7351,18
7353,18
7442,18
7445,18
7461,18
7483,18
7504,18
7508,18
7509,18
7510,18
7515,18
7520,18
7547,18
7548,18
7549,18
7735,18
7736,18
7859,18
7860,18
7862,18
7863,18
7870,18
7874,18
7913,18
7973,18
7974,18
7978,18
7979,18
7983,18
7984,18
7992,18
8008,18
8046,18
8047,18
8049,18
8052,18
8055,18
8056,18
8063,18
8064,18
8065,18
8070,18
8071,18
8072,18
8075,18
8088,18
8090,18
8092,18
8093,18
8094,18
8095,18
8129,18
8198,18
8199,18
8208,18
8209,18
8213,18
8214,18
8220,18
8221,18
8267,18
8272,18
8276,18
8279,18
8281,18
8286,18
8291,18
8293,18
8316,18
8319,18
8327,18
8338,18
8340,18
8342,18
8356,18
8368,18
8371,18
8391,18
8410,18
8414,18
8416,18
8417,18
8420,18
8424,18
8434,18
8436,18
8440,18
8441,18
8443,18
8444,18
8446,18
8447,18
8456,18
8462,18
8470,18
8471,18
8489,18
8512,18
8557,18
8583,18
8588,18
8649,18
8652,18
8653,18
8665,18
8741,18
8747,18
8776,18
8816,18
8827,18
8832,18
8836,18
8841,18
8846,18
8880,18
8881,18
8882,18
8884,18
8885,18
8886,18
8888,18
8892,18
8895,18
8896,18
8897,18
8898,18
8900,18
8902,18
8904,18
8905,18
8906,18
8913,18
8926,18
8929,18
8932,18
8933,18
8935,18
8937,18
8939,18
8941,18
8942,18
8948,18
8954,18
8967,18
8981,18
8984,18
8988,18
8999,18
9008,18
9009,18
9025,18
9030,18
9044,18
9045,18
9062,18
9071,18
9075,18
9079,18
9095,18
9100,18
9104,18
9270,18
9272,18
9294,18
9302,18
9314,18
9344,18
9345,18
9364,18
9391,18
9393,18
9400,18
9422,18
9437,18
9441,18
9443,18
9445,18
9453,18
9454,18
9466,18
9469,18
9475,18
9481,18
9503,18
